,pid,num_targets,target_w,target_d,iteration,time
0,0,10,40,200,0,0.0
1,0,10,40,200,1,15.48256802558899
2,0,10,40,200,2,7.0955281257629395
3,0,10,40,200,3,59.087307929992676
4,0,10,40,200,4,3.230041027069092
5,0,10,40,200,5,4.103078603744507
6,0,10,40,200,6,4.075906991958618
7,0,10,40,200,7,4.081072568893433
8,0,10,40,200,8,3.403838872909546
9,0,10,40,200,9,4.127675533294678
